ubigeo,departamento,provincia,distrito,grupo_etario,nPositivos,nFallecidos,nHabitantes,infectadosPCP,muertesPCP,tasa_fatalidad
90601,HUANCAVELICA,HUAYTARÁ,HUAYTARA,3,5.0,,452.0,11.061946902654867,,
90601,HUANCAVELICA,HUAYTARÁ,HUAYTARA,4,2.0,,130.0,15.384615384615385,,
90601,HUANCAVELICA,HUAYTARÁ,HUAYTARA,5,7.0,,155.0,45.16129032258064,,
90615,HUANCAVELICA,HUAYTARÁ,SANTO DOMINGO DE CAPILLAS,3,1.0,,166.0,6.024096385542169,,
90616,HUANCAVELICA,HUAYTARÁ,TAMBO,2,1.0,,213.0,4.694835680751174,,
90701,HUANCAVELICA,TAYACAJA,PAMPAS,2,4.0,,3981.0,1.004772670183371,,
90701,HUANCAVELICA,TAYACAJA,PAMPAS,3,3.0,,1823.0,1.6456390565002743,,
90702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,3,1.0,,705.0,1.4184397163120568,,
90704,HUANCAVELICA,TAYACAJA,AHUAYCHA,2,1.0,,1286.0,0.7776049766718507,,
90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,2,5.0,,3907.0,1.2797542871768621,,
90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,3,2.0,,2186.0,0.9149130832570906,,
90706,HUANCAVELICA,TAYACAJA,DANIEL HERNÁNDEZ,1,1.0,,4148.0,0.2410800385728062,,
90706,HUANCAVELICA,TAYACAJA,DANIEL HERNÁNDEZ,2,4.0,,3305.0,1.210287443267776,,
90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,2,1.0,,1076.0,0.929368029739777,,
90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,3,1.0,,642.0,1.557632398753894,,
90709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,5,1.0,,158.0,6.329113924050633,,
90711,HUANCAVELICA,TAYACAJA,PAZOS,2,1.0,,1721.0,0.5810575246949448,,
90713,HUANCAVELICA,TAYACAJA,QUISHUAR,2,1.0,,209.0,4.784688995215311,,
90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,1,1.0,,1707.0,0.5858230814294083,,
90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,5,1.0,,206.0,4.854368932038835,,
90718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,2,1.0,,1099.0,0.9099181073703367,,
90720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,2,4.0,,775.0,5.161290322580645,,
100101,HUÁNUCO,HUÁNUCO,HUANUCO,1,14.0,,33413.0,0.4189985933618651,,
100101,HUÁNUCO,HUÁNUCO,HUANUCO,2,70.0,,36193.0,1.9340756499875666,,
100101,HUÁNUCO,HUÁNUCO,HUANUCO,3,32.0,,16043.0,1.9946394065947763,,
100101,HUÁNUCO,HUÁNUCO,HUANUCO,4,7.0,,4067.0,1.721170395869191,,
100101,HUÁNUCO,HUÁNUCO,HUANUCO,5,2.0,,3130.0,0.6389776357827476,,
100102,HUÁNUCO,HUÁNUCO,AMARILIS,1,11.0,,30743.0,0.35780502878704096,,
100102,HUÁNUCO,HUÁNUCO,AMARILIS,2,47.0,,34368.0,1.3675512104283054,,
100102,HUÁNUCO,HUÁNUCO,AMARILIS,3,34.0,,14296.0,2.3782876329043092,,
100102,HUÁNUCO,HUÁNUCO,AMARILIS,4,5.0,,3523.0,1.419244961680386,,
100103,HUÁNUCO,HUÁNUCO,CHINCHAO,1,1.0,,5153.0,0.19406171162429653,,
100103,HUÁNUCO,HUÁNUCO,CHINCHAO,2,2.0,,4818.0,0.41511000415110005,,
100105,HUÁNUCO,HUÁNUCO,MARGOS,2,5.0,,1309.0,3.8197097020626436,,
100105,HUÁNUCO,HUÁNUCO,MARGOS,3,3.0,,971.0,3.089598352214212,,
100106,HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),1,1.0,,1562.0,0.6402048655569782,,
100106,HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),5,2.0,,147.0,13.605442176870747,,
100107,HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRAN,2,2.0,,1701.0,1.1757789535567313,,
100107,HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRAN,3,2.0,,978.0,2.044989775051125,,
100108,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULAN,2,4.0,,806.0,4.962779156327543,,
100109,HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,2,6.0,,7643.0,0.7850320554755986,,
100109,HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,3,1.0,,3386.0,0.29533372711163614,,
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,1,6.0,,15189.0,0.39502271380604387,,
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,2,45.0,,20008.0,2.2491003598560577,,
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,3,15.0,,7357.0,2.0388745412532283,,
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,4,9.0,,1360.0,6.617647058823529,,
100201,HUÁNUCO,AMBO,AMBO,2,16.0,,7744.0,2.066115702479339,,
100201,HUÁNUCO,AMBO,AMBO,3,4.0,,3529.0,1.1334655709832815,,
100201,HUÁNUCO,AMBO,AMBO,4,1.0,,1003.0,0.9970089730807576,,
100203,HUÁNUCO,AMBO,COLPAS,1,5.0,,766.0,6.5274151436031325,,
100203,HUÁNUCO,AMBO,COLPAS,2,4.0,,451.0,8.869179600886918,,
100203,HUÁNUCO,AMBO,COLPAS,3,1.0,,386.0,2.5906735751295336,,
100205,HUÁNUCO,AMBO,HUACAR,2,4.0,,2594.0,1.5420200462606013,,
100205,HUÁNUCO,AMBO,HUACAR,3,2.0,,1491.0,1.341381623071764,,
100205,HUÁNUCO,AMBO,HUACAR,5,1.0,,694.0,1.440922190201729,,
100206,HUÁNUCO,AMBO,SAN FRANCISCO,3,1.0,,319.0,3.134796238244514,,
100207,HUÁNUCO,AMBO,SAN RAFAEL,3,1.0,,1671.0,0.5984440454817475,,
100207,HUÁNUCO,AMBO,SAN RAFAEL,4,1.0,,447.0,2.237136465324385,,
100301,HUÁNUCO,DOS DE MAYO,LA UNIÓN,2,1.0,,2449.0,0.4083299305839118,,
100307,HUÁNUCO,DOS DE MAYO,CHUQUIS,2,2.0,,957.0,2.0898641588296765,,
100311,HUÁNUCO,DOS DE MAYO,MARÍAS,1,2.0,,2926.0,0.6835269993164731,,
100311,HUÁNUCO,DOS DE MAYO,MARÍAS,2,1.0,,1903.0,0.5254860746190225,,
100311,HUÁNUCO,DOS DE MAYO,MARÍAS,3,1.0,,784.0,1.2755102040816326,,
100313,HUÁNUCO,DOS DE MAYO,PACHAS,1,1.0,,2318.0,0.4314063848144953,,
100313,HUÁNUCO,DOS DE MAYO,PACHAS,2,3.0,,1653.0,1.8148820326678765,,
100317,HUÁNUCO,DOS DE MAYO,RIPAN,2,1.0,,1819.0,0.5497526113249038,,
100323,HUÁNUCO,DOS DE MAYO,YANAS,2,1.0,,598.0,1.6722408026755853,,
100501,HUÁNUCO,HUAMALÍES,LLATA,1,1.0,,5551.0,0.18014772113132768,,
100501,HUÁNUCO,HUAMALÍES,LLATA,2,66.0,,4387.0,15.04444950991566,,
100501,HUÁNUCO,HUAMALÍES,LLATA,3,22.0,,2347.0,9.373668512995312,,
100501,HUÁNUCO,HUAMALÍES,LLATA,4,1.0,,939.0,1.0649627263045793,,
100501,HUÁNUCO,HUAMALÍES,LLATA,5,3.0,,827.0,3.6275695284159615,,
100504,HUÁNUCO,HUAMALÍES,JACAS GRANDE,2,1.0,,1738.0,0.5753739930955121,,
100504,HUÁNUCO,HUAMALÍES,JACAS GRANDE,3,2.0,,1018.0,1.9646365422396854,,
100504,HUÁNUCO,HUAMALÍES,JACAS GRANDE,5,1.0,,233.0,4.291845493562231,,
100506,HUÁNUCO,HUAMALÍES,MIRAFLORES,4,1.0,,139.0,7.194244604316547,,
100507,HUÁNUCO,HUAMALÍES,MONZÓN,2,1.0,,4598.0,0.21748586341887777,,
100507,HUÁNUCO,HUAMALÍES,MONZÓN,3,2.0,,2538.0,0.7880220646178093,,
100510,HUÁNUCO,HUAMALÍES,SINGA,2,1.0,,910.0,1.098901098901099,,
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,1,4.0,,20201.0,0.198009999504975,,
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,2,32.0,,22045.0,1.451576321161261,,
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,3,7.0,,10017.0,0.6988120195667366,,
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,5,3.0,,1137.0,2.638522427440633,,
100603,HUÁNUCO,LEONCIO PRADO,HERMÍLIO VALDIZAN,1,1.0,,1590.0,0.6289308176100629,,
100604,HUÁNUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,1,4.0,,9188.0,0.4353504571179799,,
100604,HUÁNUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,2,21.0,,8580.0,2.447552447552448,,
100604,HUÁNUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,3,9.0,,4226.0,2.129673450070989,,
100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,2,3.0,,3351.0,0.8952551477170994,,
100606,HUÁNUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,2,1.0,,3845.0,0.2600780234070221,,
100609,HUÁNUCO,LEONCIO PRADO,PUEBLO NUEVO,4,1.0,,196.0,5.1020408163265305,,
100610,HUÁNUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,2,1.0,,955.0,1.0471204188481678,,
100610,HUÁNUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,5,1.0,,65.0,15.384615384615385,,
100801,HUÁNUCO,PACHITEA,PANAO,1,5.0,,8631.0,0.5793071486502144,,
100801,HUÁNUCO,PACHITEA,PANAO,2,2.0,,6569.0,0.30446034404018874,,
100801,HUÁNUCO,PACHITEA,PANAO,5,1.0,,390.0,2.5641025641025643,,
100802,HUÁNUCO,PACHITEA,CHAGLLA,1,1.0,,4585.0,0.21810250817884405,,
100802,HUÁNUCO,PACHITEA,CHAGLLA,2,2.0,,3994.0,0.500751126690035,,
100803,HUÁNUCO,PACHITEA,MOLINO,2,2.0,,3872.0,0.5165289256198348,,
100803,HUÁNUCO,PACHITEA,MOLINO,3,1.0,,1643.0,0.6086427267194157,,
100804,HUÁNUCO,PACHITEA,UMARI,2,2.0,,3916.0,0.5107252298263535,,
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,2,7.0,,3707.0,1.8883193957377933,,
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,3,3.0,,1497.0,2.004008016032064,,
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,4,2.0,,296.0,6.756756756756757,,
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,5,1.0,,127.0,7.874015748031496,,
100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,3,1.0,,1043.0,0.9587727708533077,,
101005,HUÁNUCO,LAURICOCHA,RONDOS,3,1.0,,725.0,1.379310344827586,,
101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,4,1.0,,185.0,5.405405405405405,,
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,1,2.0,,2167.0,0.9229349330872173,,
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,2,6.0,,1346.0,4.457652303120357,,
101102,HUÁNUCO,YAROWILCA,CAHUAC,3,1.0,,216.0,4.62962962962963,,
101103,HUÁNUCO,YAROWILCA,CHACABAMBA,2,2.0,,301.0,6.644518272425249,,
101104,HUÁNUCO,YAROWILCA,APARICIO POMARES,2,1.0,,1452.0,0.6887052341597797,,
101105,HUÁNUCO,YAROWILCA,JACAS CHICO,2,1.0,,314.0,3.1847133757961785,,
101106,HUÁNUCO,YAROWILCA,OBAS,1,2.0,,1730.0,1.1560693641618498,,
101106,HUÁNUCO,YAROWILCA,OBAS,2,3.0,,1067.0,2.8116213683223994,,
101106,HUÁNUCO,YAROWILCA,OBAS,3,2.0,,814.0,2.457002457002457,,
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,1,3.0,,508.0,5.905511811023622,,
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,2,2.0,,307.0,6.514657980456026,,
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,4,1.0,,73.0,13.698630136986301,,
101108,HUÁNUCO,YAROWILCA,CHORAS,1,1.0,,926.0,1.0799136069114472,,
101108,HUÁNUCO,YAROWILCA,CHORAS,2,2.0,,562.0,3.558718861209964,,
110101,ICA,ICA,ICA,2,236.0,,61363.0,3.845965810015808,,
110103,ICA,ICA,LOS AQUIJES,1,1.0,,8370.0,0.11947431302270012,,
110103,ICA,ICA,LOS AQUIJES,2,16.0,,9021.0,1.7736392861101875,,
110103,ICA,ICA,LOS AQUIJES,3,10.0,,3771.0,2.6518164942985947,,
110104,ICA,ICA,OCUCAJE,4,1.0,,272.0,3.676470588235294,,
110105,ICA,ICA,PACHACUTEC,1,3.0,,2733.0,1.0976948408342482,,
110105,ICA,ICA,PACHACUTEC,2,8.0,,3048.0,2.6246719160104988,,
110105,ICA,ICA,PACHACUTEC,3,8.0,,1313.0,6.092916984006093,,
110105,ICA,ICA,PACHACUTEC,4,1.0,,273.0,3.663003663003663,,
110105,ICA,ICA,PACHACUTEC,5,1.0,,216.0,4.62962962962963,,
110106,ICA,ICA,PARCONA,1,3.0,,19821.0,0.15135462388375964,,
110106,ICA,ICA,PARCONA,2,37.0,,22279.0,1.6607567664616902,,
110106,ICA,ICA,PARCONA,4,5.0,,2527.0,1.9786307874950535,,
110106,ICA,ICA,PARCONA,5,7.0,,1917.0,3.6515388628064684,,
110107,ICA,ICA,PUEBLO NUEVO,3,6.0,,1257.0,4.773269689737471,,
110107,ICA,ICA,PUEBLO NUEVO,4,1.0,,355.0,2.8169014084507045,,
110108,ICA,ICA,SALAS,2,6.0,,11473.0,0.522966965919986,,
110108,ICA,ICA,SALAS,5,2.0,,622.0,3.215434083601286,,
110110,ICA,ICA,SAN JUAN BAUTISTA,1,1.0,,5028.0,0.1988862370723946,,
110110,ICA,ICA,SAN JUAN BAUTISTA,2,12.0,,5391.0,2.2259321090706736,,
110110,ICA,ICA,SAN JUAN BAUTISTA,3,8.0,,2936.0,2.7247956403269753,,
110110,ICA,ICA,SAN JUAN BAUTISTA,4,1.0,,687.0,1.455604075691412,,
110110,ICA,ICA,SAN JUAN BAUTISTA,5,9.0,,469.0,19.189765458422176,,
110111,ICA,ICA,SANTIAGO,1,5.0,,10360.0,0.48262548262548266,,
110111,ICA,ICA,SANTIAGO,2,14.0,,11525.0,1.2147505422993492,,
110111,ICA,ICA,SANTIAGO,4,8.0,,1187.0,6.739679865206402,,
110112,ICA,ICA,SUBTANJALLA,1,2.0,,10654.0,0.1877229209686503,,
110112,ICA,ICA,SUBTANJALLA,2,23.0,,11507.0,1.9987833492656641,,
110112,ICA,ICA,SUBTANJALLA,3,26.0,,4767.0,5.454164044472415,,
110113,ICA,ICA,TATE,2,6.0,,1838.0,3.264417845484222,,
110113,ICA,ICA,TATE,3,2.0,,891.0,2.244668911335578,,
110113,ICA,ICA,TATE,5,3.0,,179.0,16.75977653631285,,
110114,ICA,ICA,YAUCA DEL ROSARIO,3,1.0,,314.0,3.1847133757961785,,
110201,ICA,CHINCHA,CHINCHA ALTA,1,11.0,,26075.0,0.4218600191754554,,
110202,ICA,CHINCHA,ALTO LARAN,1,1.0,,3287.0,0.304228780042592,,
110202,ICA,CHINCHA,ALTO LARAN,2,2.0,,3083.0,0.6487187804086928,,
110202,ICA,CHINCHA,ALTO LARAN,4,1.0,,300.0,3.3333333333333335,,
110204,ICA,CHINCHA,CHINCHA BAJA,1,4.0,,5025.0,0.7960199004975124,,
110204,ICA,CHINCHA,CHINCHA BAJA,2,13.0,,5027.0,2.58603540879252,,
110204,ICA,CHINCHA,CHINCHA BAJA,3,5.0,,2575.0,1.941747572815534,,
110204,ICA,CHINCHA,CHINCHA BAJA,4,1.0,,659.0,1.5174506828528074,,
110204,ICA,CHINCHA,CHINCHA BAJA,5,2.0,,501.0,3.992015968063872,,
110205,ICA,CHINCHA,EL CARMEN,2,5.0,,4996.0,1.00080064051241,,
110206,ICA,CHINCHA,GROCIO PRADO,1,4.0,,10170.0,0.39331366764995085,,
110207,ICA,CHINCHA,PUEBLO NUEVO,1,4.0,,25345.0,0.1578220556322746,,
110207,ICA,CHINCHA,PUEBLO NUEVO,2,48.0,,26521.0,1.809886505033747,,
110207,ICA,CHINCHA,PUEBLO NUEVO,5,3.0,,1691.0,1.7740981667652278,,
110210,ICA,CHINCHA,SUNAMPE,1,2.0,,11362.0,0.17602534765006161,,
110211,ICA,CHINCHA,TAMBO DE MORA,2,9.0,,2193.0,4.1039671682626535,,
110211,ICA,CHINCHA,TAMBO DE MORA,3,6.0,,1050.0,5.714285714285714,,
110211,ICA,CHINCHA,TAMBO DE MORA,4,3.0,,304.0,9.868421052631579,,
110301,ICA,NASCA,NASCA,1,8.0,,9021.0,0.8868196430550938,,
110301,ICA,NASCA,NASCA,2,49.0,,11001.0,4.4541405326788475,,
110301,ICA,NASCA,NASCA,3,33.0,,5886.0,5.606523955147808,,
110301,ICA,NASCA,NASCA,4,5.0,,1474.0,3.3921302578018997,,
110301,ICA,NASCA,NASCA,5,5.0,,1031.0,4.849660523763337,,
110302,ICA,NASCA,CHANGUILLO,2,2.0,,701.0,2.8530670470756063,,
110303,ICA,NASCA,EL INGENIO,3,1.0,,700.0,1.4285714285714286,,
110304,ICA,NASCA,MARCONA,1,9.0,,5087.0,1.7692156477295065,,
110304,ICA,NASCA,MARCONA,2,33.0,,7182.0,4.594820384294068,,
110304,ICA,NASCA,MARCONA,3,11.0,,3213.0,3.423591658885776,,
110304,ICA,NASCA,MARCONA,4,1.0,,701.0,1.4265335235378032,,
110305,ICA,NASCA,VISTA ALEGRE,1,7.0,,7866.0,0.889905924230867,,
110305,ICA,NASCA,VISTA ALEGRE,2,2.0,,8635.0,0.23161551823972207,,
110305,ICA,NASCA,VISTA ALEGRE,3,11.0,,3665.0,3.0013642564802185,,
110305,ICA,NASCA,VISTA ALEGRE,4,2.0,,824.0,2.4271844660194173,,
110305,ICA,NASCA,VISTA ALEGRE,5,2.0,,613.0,3.2626427406199023,,
110401,ICA,PALPA,PALPA,1,31.0,,2713.0,11.42646516771102,,
110401,ICA,PALPA,PALPA,2,49.0,,2935.0,16.695059625212945,,
110402,ICA,PALPA,LLIPATA,1,2.0,,598.0,3.3444816053511706,,
110402,ICA,PALPA,LLIPATA,2,2.0,,606.0,3.3003300330033003,,
110402,ICA,PALPA,LLIPATA,3,3.0,,303.0,9.900990099009901,,
110403,ICA,PALPA,RÍO GRANDE,1,7.0,,937.0,7.470651013874066,,
110403,ICA,PALPA,RÍO GRANDE,2,10.0,,969.0,10.319917440660475,,
110404,ICA,PALPA,SANTA CRUZ,1,2.0,,291.0,6.8728522336769755,,
110404,ICA,PALPA,SANTA CRUZ,2,3.0,,344.0,8.720930232558139,,
110404,ICA,PALPA,SANTA CRUZ,5,1.0,,57.0,17.543859649122805,,
110501,ICA,PISCO,PISCO,1,5.0,,25648.0,0.19494697442295697,,
110501,ICA,PISCO,PISCO,2,68.0,,26213.0,2.5941326822568955,,
110502,ICA,PISCO,HUANCANO,2,1.0,,553.0,1.8083182640144664,,
110504,ICA,PISCO,INDEPENDENCIA,2,4.0,,5046.0,0.7927070947284979,,
110504,ICA,PISCO,INDEPENDENCIA,5,1.0,,435.0,2.2988505747126435,,
110505,ICA,PISCO,PARACAS,2,2.0,,3282.0,0.6093845216331506,,
110505,ICA,PISCO,PARACAS,3,1.0,,1162.0,0.8605851979345955,,
110507,ICA,PISCO,SAN CLEMENTE,2,20.0,,10268.0,1.9477989871445267,,
110507,ICA,PISCO,SAN CLEMENTE,3,9.0,,4153.0,2.1671081146159406,,
110507,ICA,PISCO,SAN CLEMENTE,4,3.0,,895.0,3.35195530726257,,
110507,ICA,PISCO,SAN CLEMENTE,5,2.0,,582.0,3.4364261168384878,,
110508,ICA,PISCO,TUPAC AMARU INCA,1,2.0,,7111.0,0.28125439459991564,,
110508,ICA,PISCO,TUPAC AMARU INCA,2,7.0,,6922.0,1.0112684195319273,,
110508,ICA,PISCO,TUPAC AMARU INCA,4,1.0,,648.0,1.5432098765432098,,
110508,ICA,PISCO,TUPAC AMARU INCA,5,1.0,,445.0,2.247191011235955,,
120101,JUNÍN,HUANCAYO,HUANCAYO,1,10.0,,39629.0,0.25234045774559033,,
120101,JUNÍN,HUANCAYO,HUANCAYO,2,116.0,,48510.0,2.391259534116677,,
120101,JUNÍN,HUANCAYO,HUANCAYO,4,11.0,,5940.0,1.8518518518518519,,
120107,JUNÍN,HUANCAYO,CHILCA,1,2.0,,34379.0,0.0581750487216033,,
120107,JUNÍN,HUANCAYO,CHILCA,2,65.0,,38978.0,1.6676073682590178,,
120107,JUNÍN,HUANCAYO,CHILCA,3,33.0,,15178.0,2.1741994992752667,,
120107,JUNÍN,HUANCAYO,CHILCA,4,3.0,,3696.0,0.8116883116883118,,
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,1,1.0,,391.0,2.557544757033248,,
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,2,3.0,,507.0,5.9171597633136095,,
120111,JUNÍN,HUANCAYO,CHUPURO,2,4.0,,717.0,5.578800557880055,,
120114,JUNÍN,HUANCAYO,EL TAMBO,1,4.0,,54673.0,0.07316225559233991,,
120114,JUNÍN,HUANCAYO,EL TAMBO,4,7.0,,9092.0,0.7699076110866696,,
120116,JUNÍN,HUANCAYO,HUACRAPUQUIO,2,1.0,,388.0,2.577319587628866,,
120117,JUNÍN,HUANCAYO,HUALHUAS,2,2.0,,1961.0,1.0198878123406425,,
120117,JUNÍN,HUANCAYO,HUALHUAS,3,2.0,,922.0,2.1691973969631237,,
120119,JUNÍN,HUANCAYO,HUANCAN,1,7.0,,10751.0,0.6511022230490187,,
120119,JUNÍN,HUANCAYO,HUANCAN,2,8.0,,10403.0,0.7690089397289243,,
120119,JUNÍN,HUANCAYO,HUANCAN,3,7.0,,3551.0,1.9712756969867644,,
120121,JUNÍN,HUANCAYO,HUAYUCACHI,3,1.0,,1686.0,0.5931198102016608,,
120122,JUNÍN,HUANCAYO,INGENIO,2,1.0,,839.0,1.1918951132300357,,
120124,JUNÍN,HUANCAYO,PARIAHUANCA,2,1.0,,1501.0,0.6662225183211192,,
120124,JUNÍN,HUANCAYO,PARIAHUANCA,3,1.0,,1137.0,0.8795074758135445,,
120125,JUNÍN,HUANCAYO,PILCOMAYO,1,5.0,,8033.0,0.6224324660774305,,
120125,JUNÍN,HUANCAYO,PILCOMAYO,2,19.0,,8246.0,2.304147465437788,,
120125,JUNÍN,HUANCAYO,PILCOMAYO,3,12.0,,3463.0,3.4652035807103667,,
120125,JUNÍN,HUANCAYO,PILCOMAYO,4,1.0,,875.0,1.142857142857143,,
120125,JUNÍN,HUANCAYO,PILCOMAYO,5,1.0,,620.0,1.6129032258064515,,
120126,JUNÍN,HUANCAYO,PUCARA,2,2.0,,1663.0,1.2026458208057726,,
120127,JUNÍN,HUANCAYO,QUICHUAY,2,3.0,,630.0,4.761904761904763,,
120128,JUNÍN,HUANCAYO,QUILCAS,2,2.0,,1396.0,1.4326647564469914,,
120129,JUNÍN,HUANCAYO,SAN AGUSTÍN,2,13.0,,6339.0,2.0507966556239157,,
120129,JUNÍN,HUANCAYO,SAN AGUSTÍN,3,1.0,,2651.0,0.37721614485099964,,
120130,JUNÍN,HUANCAYO,SAN JERÓNIMO DE TUNAN,2,6.0,,4389.0,1.3670539986329462,,
120130,JUNÍN,HUANCAYO,SAN JERÓNIMO DE TUNAN,3,1.0,,2087.0,0.4791566842357451,,
120133,JUNÍN,HUANCAYO,SAPALLANGA,2,8.0,,8316.0,0.9620009620009621,,
120133,JUNÍN,HUANCAYO,SAPALLANGA,3,8.0,,3621.0,2.2093344380005524,,
120133,JUNÍN,HUANCAYO,SAPALLANGA,5,1.0,,662.0,1.5105740181268883,,
120134,JUNÍN,HUANCAYO,SICAYA,2,4.0,,6597.0,0.6063362134303472,,
120134,JUNÍN,HUANCAYO,SICAYA,3,1.0,,2603.0,0.384172109104879,,
120134,JUNÍN,HUANCAYO,SICAYA,4,1.0,,680.0,1.4705882352941175,,
120134,JUNÍN,HUANCAYO,SICAYA,5,1.0,,477.0,2.0964360587002098,,
120201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,2,17.0,,6010.0,2.8286189683860234,,
120201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,3,4.0,,3093.0,1.29324280633689,,
120201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,4,1.0,,823.0,1.215066828675577,,
120204,JUNÍN,CONCEPCIÓN,CHAMBARA,3,1.0,,488.0,2.0491803278688527,,
120206,JUNÍN,CONCEPCIÓN,COMAS,3,1.0,,994.0,1.006036217303823,,
120208,JUNÍN,CONCEPCIÓN,MANZANARES,2,1.0,,524.0,1.9083969465648853,,
120209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,3,1.0,,230.0,4.3478260869565215,,
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,2,2.0,,2046.0,0.9775171065493646,,
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,3,2.0,,1173.0,1.7050298380221653,,
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,4,1.0,,291.0,3.4364261168384878,,
120211,JUNÍN,CONCEPCIÓN,MITO,1,2.0,,456.0,4.385964912280701,,
120211,JUNÍN,CONCEPCIÓN,MITO,2,1.0,,498.0,2.008032128514056,,
120211,JUNÍN,CONCEPCIÓN,MITO,3,3.0,,322.0,9.316770186335404,,
120214,JUNÍN,CONCEPCIÓN,SAN JOSÉ DE QUERO,2,2.0,,1768.0,1.1312217194570138,,
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,1,4.0,,9476.0,0.4221190375685943,,
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,2,55.0,,10947.0,5.024207545446242,,
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,4,9.0,,1289.0,6.982156710628394,,
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,5,5.0,,788.0,6.345177664974619,,
120302,JUNÍN,CHANCHAMAYO,PERENE,1,3.0,,24461.0,0.12264420914925801,,
120302,JUNÍN,CHANCHAMAYO,PERENE,2,18.0,,21729.0,0.8283860278889963,,
120302,JUNÍN,CHANCHAMAYO,PERENE,3,10.0,,9672.0,1.0339123242349049,,
120302,JUNÍN,CHANCHAMAYO,PERENE,4,3.0,,1948.0,1.540041067761807,,
120302,JUNÍN,CHANCHAMAYO,PERENE,5,1.0,,1112.0,0.8992805755395684,,
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,1,6.0,,18219.0,0.32932652725177014,,
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,2,13.0,,16748.0,0.7762120850250777,,
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,3,5.0,,7085.0,0.7057163020465773,,
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,5,1.0,,645.0,1.550387596899225,,
120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,1,1.0,,10482.0,0.09540164090822362,,
120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,2,5.0,,10363.0,0.48248576666988324,,
120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,3,4.0,,5427.0,0.7370554634236226,,
120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,4,1.0,,1397.0,0.7158196134574087,,
